text,sentiment
feel burdened,0
feel dumb first run seems head amp little much struggling brain,0
feel acceptable substitute,1
feel like way kinda shocked body changing calorie intake,1
feel like people disliked,0
feel ugly,0
know fact feel terrified stories good could readers actually convince buy book read hate never want read anything,0
push back repressed expressions child split marriage say chance late feel enraged situation wan yell top lungs fuck aint fucking problem dont make way,0
feeling like citizen feel welcomed japan english teacher home country black person,1
still feel funny writing like maybe call spirit guide really observant cheerleader something,1
blanked little lesson seamlessly jumped support without making feel stupid inferring kids,0
get depressed feel talented enough never create beautiful piece art,1
feeling nostalgic grateful,1
never feel fucked week used feel great acctually thinking wonderfull time weekend img src http israel,0
feeling quite relaxed today,1
feel hesitant talking,0
feeling pissed picking toys,0
ive urgent feeling write tell files make feel felt hesitant fear lead,0
feeling way shes caring way used,1
stop feeling guilty,0
didnt feel accepted family members relationship church family made,1
feel strangely tranquil happy,1
feel like waited girl less messy,0
hope nathan haley fans droop result feel theyll terribly glad result,1
feel lovely change modern mothers,1
feel supporting extreme would way put number value,1
reminded heartache feeling gentle nudge,1
give blogging still feel want make posts useful readers,1
sudden feel ignored unloved forgotten know probably mostly head isnt,0
didnt feel especially nervous finland landed paris little unsure would ahead thought grade student janne suominen,0
cant honestly say enjoying actual running much feeling benefits liked fields woodland seeing changes seasons getting lungfuls fresh air,1
sooooo understand feeling like ugly brown pair shoes world designer tuxedos complete diamond cufflinks,0
feel quite reassured jurys verdict isnt yet,1
feeling slightly distressed pride resisting waiting next peregrinos walk past help,0
supposed feel persom wickdly love long tells see hes got girlfriend faithful around,1
made feel like pathetic piece shit suffer mental illness multiple actually,0
feel ugly smile look eye know love still love,0
wasnt feeling well,1
feeling mellow relaxed sometimes feeling productive quiet sometimes wan fun yknow,1
feel bit like naughty kid went spent last pence bag full numbers guilty,1
years old one time knowing dad wasnt coming home worst feeling ever felt ive hated since wont ever change,0
little always exciting jittery feeling day went holiday pretty meh,1
ive learned depend expect body perform rather keep flexible hope expectation fulfill duties despite feel thankful people around understanding flexible right along,1
visited morning feet sounding quite cheerful feeling pleased,1
would known details feeling gut ignored,0
learned former boyfriend become engaged although glad found wanted,0
feeling melancholy embrace listen slow downtempo melancholic pop,0
get feeling watching see charlie charming zen rather actually care hes going,1
start feel like getting death beloved cat timmy get used idea seeing mum maybe twice ytear justwhen start planning futrue happy timesa ahead start efeeling like,1
feel distressed music mind rewrite fma,0
feel hateful alone,0
looking pictures feeling creative tingle blood makes feel like home,1
feel completely helpless anything help affected tornadoes hav,0
wan feel good,1
think something else feel passionate would stop,1
manage two short runs walk today back feeling shy awful,0
feel awkward know awkward,0
feel really ought assert way smiles pleasant blonde woman early middle age young seems fine drift,1
feel bit rotten,0
feel like blank sheet,0
get feeling brewing kind moronic shit storm,0
feel suspicious informality lack credentials,0
seem share equal passion long distance touring harley davidsons feel sure wed bore tears every person within earshot,1
feeling jaded still sep preparation part progress moribund feel like going sep anymore,0
feeling boring,0
feel like punished even said sorry,0
feel thankful rel bookmark days feel thankful posted href http babychaser,1
stayed freezing stream maybe minutes longer would otherwise enjoying feeling water abused body,0
probably saddled guilt feeling like things instead pissing highly unimportant things,0
spread arms wide feeling cold wind rushing past feeling rain hitting,0
hate feelings complacent,1
feel write something making reluctant,0
feel readership severely damaged point take long time build back,0
nagging feeling discontent,0
feeling terrified anxious excited apprehensive among million things,0
feel bit inadequate every aspect breaks,0
feel like whos fed world glad trust watchers kind information,1
pleasantly surprised read susceptible falling dessen romance spell parts novel feel like missed opportunities,0
seen side couple years hes medications may depression genetic thats feel shitty time,0
feel depressed know feels like big rock inside weighing,0
really feeling lonely,0
know feel pretty disgusted nonstop lefty propaganda ministry churns public tuned,0
feel bad wasting time effort nothing,0
feeling combination terrified relieved,0
felt got feel appreciative people,1
help think must feeling loss jon talented advanced horse coupled joy new baby way mixture extreme emotions,1
came home work today feeling satisfied work went alright,1
would watch feel frustrated realize fifteen feet away ocean freaking wave crashing covering majority earth ocean,0
feel disappointed want tear paper throw across room write giant letter things unfair think perspective,0
feel rotten need tell passing cloud ill laughing years,0
asked girls eyes feeling weird also,1
understand reacting think observing closely become happier actual feel supporting,1
notice feel little apprehensive even share,0
still feel like terrific pistol fantastic price,1
think want settle immediately feel unpleasant,0
read promotional emails advertisements listen television commercials dialogue shows movies hear people around everyday life use commands following examples feel dismayed,0
know unfair reaction run ways explain feel shaken best come right,0
feel glad,1
worry every nuance day presentation others less little things worry makes feel less neurotic overall less likely trigger psychotic episodes well,0
feel numb dont experience anything numbness always feels something going wrong,0
feel increasingly fond coppers,1
feel guilty may affect supply back routine diligently,0
feel bit mournful since read bulletin one myspace friends,0
feel read words realize one time good writer feeling shared sympathies,1
feel manifesting strange ways,0
feel cute feel good,1
ive feeling awful lot lately,0
cant shake feeling wouldnt liked book hadnt already felt connection characters,1
feeling grumpy women problems grumpy five year old want get way kind grumpy think difference,0
compare whether lifestyle business acumen physical beauty set failure immediately feeling ugly tsunami self doubt ensues,0
learned present front class without feeling nervous,0
suggest begin take time reflect relationships understand specifically makes feel valued loved makes feel insecure unnecessary,1
see feel divine possibility away alone one long golden day last anywhere,1
feel devastated occured good cause hopefully dogs run around acting like dont get shot,0
got feeling trying create nostalgic atmosphere didnt work,1
done though kind found sympathizing demons church called feeling disgusted people supposed trying fight,0
feel like could gotten apprehensive reason,0
studying coz feeling complacent,1
know playwright robert reid socially feel bit weird critical work someone kinda sorta friends,1
feel pained,0
feeling quite productive,1
feeling little stressed,0
feel privileged god made plan,1
feeling increasingly hopeful,1
remember sitting class actually feeling eager learn amp,1
overly passionate love music makes feel connect songs artists amazed truly awe write song touches,1
pollution flower dew moisturising gel cream delicate luxurious feels lovely skin,1
feel like ive gotten know many comments emails appreciative glad part little space,1
sit month rich carol home christmas way put lights year feeling festive right,1
began day feeling intimidated courthouses designed intimidate ended day cheerfully chatting judge chambers,0
needed plan get rid feeling totally taking everything totally distracted work everything trying free time evenings projects taking life fact totally feel burnt,0
ive busy girl good type busy feeling really happy things right loving new start glasgow,1
feel like assaulted titanium hedgehog,0
feel sure ill,1
feel ashamed unproductive days,0
feeling gorgeous dont outside cold bald head wig dont like much,1
dont really care thats feels rotten,0
overcome heat started feeling weird,0
feeling satisfied heading training wait see journey continues,1
feel subaru stops innocent presented beginning begins turn depressed young man also kicks ass,1
feel ungrateful things regularly sin daily everyday living,0
feel like number important going forward felt change confidence mojo soon hit,1
feel cold said rachel,0
kept strong feeling moving something stayed punished stepping,0
feel need describe gorgeous dominican republic let film speak,1
feel joy excitement opportunity receive vital ordinances,1
feeling intimidated work,0
feel like stubborn year old,0
days makes feel little uncertain future pressures pierce deep feeling completely isolated world used glory thrills,0
feeling reluctant spending money really ipad price way question,0
ive gained wieght really would like lose pounds feel like ive finally gotten acceptable happy place,1
see feeling hurt let uncertain,0
think maybe strongly feels brad looks really distracted,0
know always feel little bit strange place academy,1
feel mad connection body decided kick side,0
feel longing sadness see families children,1
days feel like braeden calvin happy successful day,1
feel issue resolved,1
gigantic spider climbed face flat,0
went personally started talking way feel broke,0
reluctant hey feeling lousy nothing lose,0
feel embarrassed want others take pity much pride,0
feel really cold miserable try motivate others finding walk trying,0
currently feeling aggravated,0
know lady real athlete morning thinking athletic abilities feeling pleased jonti long event,1
feeling whiney going alone conversion,0
feel surge adrenaline excitement immediately recognize two birds gorgeous pair marbled murrelets,1
know never say act way reality feel financially feel disheartened car,0
feeling stressed,0
feel wronged,0
feel delicate around,1
arrived anchorage took hours spending time parents eating local favorite joint going stroll parent childhood neighborhood able take big sigh feel relieved,1
need instead focus feeling ecstatic feeling make phone calls without attached outcomes amp believe money move come without wondering exactly,1
feel ungrateful,0
feel like moment things worry organise supportive let forget give attention deserves,1
feel hated feel angry feel sad feel like going abandoned feel angry abandoned someone reality one age expect neither party abandoned,0
tell whenever feel hesitant start muay thai,0
feel disappointed dont say sorry dont say baby,0
think feelings one nay important things,1
dream infuriated husband woke feeling infuriated unfortunately couldnt remember substance dream couldnt adequately express stupid dream,0
feel overwhelmed stressed pressured inside something magical happens take shoes walk park beach,0
feel distraught tonight,0
feel lousy shouldnt focusing,0
cant really understand feeling cause mixture bitter sour one even dont get,0
feel weird companies approve disapprove dot com marriages,1
feeling homesick,0
feel like dirty,0
seriouly feel respected dont privacy ordered around,1
feel little guilty exceptional little girl ethiopia home arms blog continues surround goosey,0
ive procrastinating post birthday entry well past fact feels somewhat unimportant even mention,0
feel like dumb blonde mumbled realizing alli standing right next desperately hoped heard say,0
feeling always hand sits close,1
still second guess still terrible time making definitive decisions certain truths know feel assured truths,1
think really great situations feel overtly threatened public place everyone pretends see happening,0
sure feels way everyone tortured souls dont make best boyfriends,0
enjoy life wish help many people possible feel fabulous show way,1
could hardly feel legs yet eager get stuffy plane quickly get customs,1
feeling particularly dangerous chocolate cookie,0
sure buy hubby feeling pretty impressed,1
sister stole mothers money made angry mother would beat unreasonable reasons one day sister lent book friend without telling mother mother learnt beat even threatened pair scissors,0
still feeling positive effects visit therapist feel confident abilities connections psychologists necessary,1
stood inside chabad sukkah watching sunlight filter woven schach roof feeling gentle breeze coming open lattice walls began relax,1
know always feel festive eating outside,1
didnt feel obnoxious didnt feel like anything sulk,0
get frustrated either put give todd break well want feel peace calm feelings frustration,1
feel child innocent feelings illustrating,1
whine pour heart without feeling awkward,0
fan current president conservative made feel unwelcome,0
make new friends process dont feel slutty lol,1
always feel little weird writing guy ive dated dont want injustice come across negative way,1
feeling hopeful thankful supportive family helping transition,1
feel thats strange wotcs behalf,1
like breathless feeling reader eager see happen next,1
feel pretty shy right dont know,0
ended shoeless making feel even vulnerable slowing,0
seen since broke class waving sit next get stuff talk feel really strange cheated friend really mentioned,1
like throw habanero feeling brave spring onions,1
feel like dust shaken still settled,0
feel like reds purples rich kind perfect,1
complete act feel temporarily satisfied feeling quickly goes away feel ashamed guilty,1
still feel genre disservice stories resolved artifically,1
feeling tragic like marlon brando,0
supposed feel doubtful still think forget sometimes amazing living city get work inspiring young women internship,0
feel lucky mom,1
must confess feeling little overwhelmed,0
dont want approach topic lightly time feel apprehensive putting,0
want feel disappointment sure come getting traffic recognition,1
feel like everythings going happen ive disillusioned whole time,0
feel valued vastly underpaid,1
felt good fact went zumba half hour later hour left feeling even energetic possible,1
used hate going work much today feel reassured good job,1
feel fond though feels like amalgamation many people already know,1
felt bit bad killing always feels like chore simply distracted exploration,0
friends feeling runs everything every dumbass word says moronic thing worst hes rukia,0
feel hostile extent,0
feel like times like things seem little uncertain thank god small things,0
bought doraemon backpack charity store every intention putting etsy store feel like cute sell,1
also realized may feel fabulous days today proof still right listeners,1
feel kind website would amazing learning purposes already provide viewer knowledge regarding history paris,1
strange feeling incredibly distressed,0
ive coughing past days stomach muscles definitely feeling rather tender sore throat new development runny nose,1
back hostel break feel anxious get back see take,0
feeling embarrassed frightened wouldve smashed window slid dukes hazzard style would get garage man stop glaring,0
feel kinda appalled feels like needs explain wide lenghth body measures etc,0
blocked could least something constructive room needs major cleaning instance feel agitated least research story require lot research,0
ive clawed time back still feel strong,1
feel like ive resolved things last week,1
wrote feels slightly strange starting write cambodia sit lax airport waiting,0
already decided liked guy enough want die got sinking feeling soon company walked door guy already liked going die horrible death,1
feel shocked many people talk havent seen movie,1
feel bitter supposed providing privileged space someone else dont get,0
see lot strain people tell feeling pretty shitty supposed pretending,0
weary feel burdened could definitely use rest,0
feel horrible would prefer extend deepest sorrow rel bookmark permanenter link zum eintrag,0
grin kiss way body way done except less teeth feeling rather mellow content moment,1
feel jaded,0
begin feel every waking moment devoted work,1
know old people feel greedy family members trying take stuff even pass,0
began feel bitter towards,0
help feel troubled,0
want say front embarrassed feeling comes mouth dumb say love know dont like front eye pretty like think mind thats reason dont love right,0
listen people explain frustrations dating feeling rejected possible date materialise getting pas,0
gathering feel brave enough pressing home books,1
thankful feel somewhat energetic instead dead fish would become every time every chemo,1
maintain feelings repressed expressed,0
feel like care bit heartless,0
feel like missed much want soak every thing,0
feel perverse,0
feeling could answer stupid questions,0
found feeling fairly ignored sort taken granted know,0
feel disrespected loyal relationships simply matter,1
woke pounding headache sore throat top fatigue nausea feel utterly miserable,0
forgive accepted adn allowed feel uncertain inferior moment someobdy looking physical labour,0
feel like rest season continue successful like freestone,1
always feel delighted know many people inspired love old fashioned graphics illustrations,1
guess bottom line feel like damaged goods sure fix even fixable,0
ive feeling rather defeated stressed appointment reminded though may failing areas pretty dang good job growing baby,0
gone kitoben worked children playground feel joyful able working others,1
arrived gym ball sunshine made feel welcomed gym although felt like dorky unfit rotund sloth fit environment buffed fit looking fierce looking bloke,1
even begin express words depth sorrow feel posted ludicrous rants passed days,1
swear feelings teddy convinced careful always make feel special loved toys teddies,1
woman feels greedy wants kairi,0
believe someone would feel socially acceptable even remotely,1
feel like ive reading lisas blogs ever lovely finally meet boys recognised immediately,1
feeling overwhelmed college everything else happened semester,0
really like choir people feel really friends choir sincere going trip feel really lost,1
would hate bit imagine secretary feeling irritable day,0
pay month months feel shame every time grill hot dog point,1
feeling dangerous task dancing lightening storm umbrella,0
feel happy hes reason today,1
let fingers stroke across chest heart marveling feel terrified step far,0
leave feeling defeated hopeless weak keep pressing god recovery,0
ive kept trav awake awake makes feel terrible,0
feel fabulous,1
walked away feeling inspired excited realistic things could increase blog chances found,1
feel like messy often struggle keeping emails images documents etc,0
feel helpless right,0
feel hands weaved delicate intimacy shared hands two people shares much secret world mystified,1
full feeling empty,0
feel generous spirit forgiving nature closes accepting gifts universe,1
feel loss precious lives taken mercilessly abominable side effect happens among hate,1
perhaps feel emotional connection issues american would take enjoyment away,0
done hill training feeling apprehensive,0
fix anticipating feeling humiliated see workmates friends,0
know feel bothered,0
like padding makes ride comfortable feels funny walk riding let alone looks like lol,1
feel lived long enough leaving worries sweet cesspool,1
feel bit foolish even bothering post anything fridays,0
lived life without feeling acceptance felt though trouble misery followed everywhere went everyone hated,0
feel sometimes distracted neglectful thankful adding another box check otherwise busy days,0
feel super bad thanksgiving seems disappear year would lying said werent excited official christmas time,1
mother kept leadingstrings,0
feel offended youre offended way crap offending people way,0
feel much tragic side life endings always happy somehow,0
feel like calling bitches wasnt exactly bitchy coz wasnt intentional could call ungrateful inconsiderate selfish ill say bitches,0
feel accepted,1
feel people know fish properly therefore popular,1
feel fine,1
really remember feeling wonderful oatmeal bath,1
feel heartbroken tonight,0
must ask column makes feel hateful keep logging,0
feel hopeful already taking important action make necessary important changes actually make effective change make soon,1
mean puzzle section par coffee numb mental faculties right still crosswords shouldnt able make feel dissatisfied,0
know feels like legitemately liked someone somehow got feel way trust takes alot want life,1
woke morning feeling peaceful,1
feel ignored invisible every weekend miserable,0
feel glamorous anymore kangna ranaut href http www,1
feel distraught sad,0
met great people feeling may unintentionally offended,0
feel extremely dangerous wandering sea,0
get bored get scared feel ignored feel happy get silly choke words make wishes dreams still want believe anything happen world ordinary girl class profile link href http www,0
would feel like doomed repeat history,0
feeling brave would nice black tips,1
really cant count number times cried feeling overwhelmed someones expression concern fact thinking,0
dead since ive couple months feel pain every time reach empty bottle bear throw,0
want feel awe astonishment amazing thing happening,1
kept waking feeling glad dream would fall back asleep dream continuing,1
feel would pleasant cigarette sort deep rooted memory enjoying sucking carcenogenic smoke lungs believe feeling pleasantness illusion,1
private person although going anything personal feeling anxious writing,0
tad jaded stopping booth rep reciting memorized spiel mentioning following unit year came away feeling pretty impressed,1
really get inspired write blog feeling shitty life guess september birth month pretty great,0
got feeling however still popular songs,1
sure hope helps tired feeling lousy,0
starting feel drained,0
feel adventurous even pop href http dianam,1
curious feeling benjamin button next forest gump curious case benjamin button review href http stayviolation,1
feel special want mashed potatoes pronto get mashed potatoes pronto,1
feel disadvantaged jealous without things feel empowered instead,0
feeling convinced argument extended bal thackerey allowing pakistan play indian soil till show thought action creed really want friendly relations india,1
want anything kids feel loved safe cared,1
read listen music various things feeling unhappy,0
usually blog feeling way actually curious see put words,1
made chilli oil monday feeling dangerous,0
sure lost feel like everyone hostile toward hate feeling,0
feel author passionate poem wrote poem wrote feeling history,1
mean group thing felt good get add something relevant still really feeling delicious tool,1
usually feel aggravated unprofessional attitude rest cast,0
feel helpless depending people closest,0
feel like last weeks loving wednesday post yesterday,1
love feeling like truly making difference students lives although sometimes unsure,0
feeling mad,0
sometimes feel irritated thought spending money annuals spruce doorstep,0
feel almost virtuous almost though ive rejected tethered material goods course still two suitcases full cashmere sweaters rainboots,1
honest say part feels tortured though part system function life one allows order manipulate people way lined positioned serve prupose need,0
alternating felling optimistic feeling doomed,0
really enjoyed giving class one knew answers got feel clever day two often get chance play sort things training sessions nice spend time everyone new groups came throughout day,1
feel unimportant sucks,0
feel suddenly got mad mom,0
feel depressed sing,0
feel distraught worried panicked sick scared sad,0
feel much disturbed much fool dealer love philters paaker,0
shopping friend day asked feeling book coming said terrified asked,0
ward epileptic patient burnt whole body stinking much whole ward affected people could come near,0
almost feel damaged,0
spend lot time feeling disappointed better job attaining goals,0
want talk limited time phone current arrangment feel hesitant bring,0
feel defeated,0
feel contented small old rich tired happy,1
zooming right second trimester feel fantastic trinity,1
like much feel like somehow term becomes popular future,1
know awful game see results feel crappy overall,0
feel like impressed lot scientists ability quickly pick skills expected tech,1
sneeze dark circles eyes feel miserable really,0
feel phrase implies calm orderly procession would remove refuse,1
feel optimistic settle long arrived,1
feel really inadequate wish enough brains atleast pretend know,0
seriously hate one subject death feel reluctant drop,0
feel horrible making everyone else worried,0
feel ugly ashamed img src http,0
taking allowing get sleep wonderful leaving feeling groggy nauseated,0
hate feeling day got away nothing one thing productive got done,1
feel tension permeates air calm storm,1
continue feel amazing feel zero alarm prospect body might die,1
guess feeling bit vulnerable looking input tonight,0
friends feels inadequate,0
feeling better though dont sound,1
wish could help take pain anguish families must feeling innocent children killed school safe,1
feel like deserve punished awful thing,0
feel like alone world days feel like surrounded closed want alone,0
try feel defeated rather strive continue try create quilts fully express vision,0
feel loyal staff fault,1
believe feelings blamed solely lack empathy towards family life government policy makers employers analysis survey would seem suggest,0
loved supervisions come feeling like dumb dumb leave feeling heroic ive accomplished something huge,0
would accept love fully feeling damaged,0
look around people around feel almost slightly envious way motivating sitting studying hard,0
feel blank freaks,0
feel acceptable put forth little effort today post,1
feel troubled deciding whether hot pot thing,0
know lot councillors feel get sympathetic hearing local newspapers,1
also feel paranoid everyone listening phone conversations whats,0
feel emotional saw touch flusher position still back youre seated position,0
feeling doubtful writing dreams know shes behind,0
feel jealous know women,0
ive got books feel reluctant sell,0
meet men feel insecure women,0
feel defective wanting makes woman,0
want feel foolish ridiculous embarrassed self conscious,0
feel weird making exact replica someone else work,0
feel foolish,0
didnt feel like problems resolved,1
must say familiar faces since church since feeling shy wanted stay friend clingy meeting,0
feel dirty know,0
sing one feels contented comfortable life comfortable christmas includes general happiness eternity,1
feel hallmark sincere apology going let,1
feeling pleased manuscript reporting results fellowship research annoyed ridiculous requirements,1
feel kind alone helpless,0
feel romantic wear raphael coat,1
woke feeling discouraged long time,0
still need brush teeth already taken pills showered eaten breakfast feeling virtuous moment two,1
going much gusto feel aching body already,0
feeling defeated doubtful,0
wave remember many people love feel arms supporting deep painful sea,1
gym many times last spring kind got used feeling neurotic neurotic feeling kind went away,0
earth person say feel affectionate,1
get angry done must tell feel broke speed made decision,0
found perfect remedy anyone feeling stressed conflicted future href http www,0
cant strappy shoes work feel weird took thrifted ninewest,0
seek pain feel tortured feel something,0
one good friends came advice boyfriend hitting beating quite harmfully,0
ive breakdowns ive feeling depressed three four days sticking old sleeping pattern feeling pretty great best better normal,0
feel awfully blessed,1
know let words flow like blog still feel pressure making unsure skills,0
feeling wronged impotent,0
feel like would mask dull problems instead help work way,0
feel like amazed degree biology blown away,1
couldnt help feeling charmed amused,1
feel hesitant comment want add pileon seems clear involved learned past experiences interested applying learning future projects,0
feeling pressured blog bad,0
would bedroom feeling depressed,0
really feel bothered honest,0
feel burdened href http scratcheverything,0
rearranged furniture flat got stuck chair,0
read men would rather feel unloved inadequate disrespected,0
feeling really shaken today stomach hurts ibleeditout ran friends kodi complete brat,0
idea interesting anybody read found smiling like fool laughing points feeling overwhelmed gratefulness,1
always remember feeling bitchy world stop take moment breathe think everything grateful joy seeps back,0
woke feeling dazed confused,1
feel accepted respected loving loyal generous,1
guess didnt feel need rescue son vicious man eaters,0
feel sympathetic parties involved careers drain,1
feel like parts repressed buried long surfacing,0
going feels today ive got admit theyre pretty unpleasant,0
know like recommendation function modern web shops feels little bit strange see product searched web shop totally different site advertising,0
feeling little lonely,0
sleep feel giving precious time something else life,1
start hate fact whenever post anything would eventually end writing lonely feel romantic partner whatsoever,1
feeling discouraged last weeks,0
feel dirty,0
like always wanted feel accepted family others,1
starting feel compassionate towards roslin,1
feel ashamed let come far,0
feeling angry wasted work side,0
battling desire move away wanting rude seriously feeling disturbed nearness,0
feel jealous becasue wanted kind love true connection two souls wanted,0
thinking locking house manage get organized feeling may become cranky isolated dear friend href http,0
feel though hated kid school biggest bitch times feel popular loved everyone,0
feeling little regretful itll pass thats happens regret,0
wear makeup reflect beautiful truly feel inside also break stereotype nerdy timid loop woman sciences,0
moved ive feeling kind gloomy,0
compere party efforts get show rolling thwarted immobile,0
get lots praises feel proud sometimes,1
feel peaceful know made right decision,1
feel news soothes troubled minds news,0
feeling shaky tired feel like long run without eating come home really wanting banana gatorade,0
feel music artistic value much music modern pop really worth investing time,1
last bit sleep get morning feel like emotional energy waits,0
spontaneous bouts needing feel productive least busy nothing,1
knew reached continuous bumps made feel obnoxious due devastating condition roads,0
became dismayed studied people wearing started feeling like though outfits gorgeous bought way,1
feel like rude ass hole hookah,0
proud crafted something people care even enough click makes feel wonderful,1
feel pleasantly mellow regardless,1
stubborn took getting hurt admit even feel considerate respect,1
feel sorry rafael bosch,0
felt emotion name announced radio selected come lilongwe school health sciences take training course medical assistat,1
get feeling kids hated senior year gon,0
younger used feel homesick,0
feel trying considerate others,1
feel artistic,1
didnt feel intimidated felt beginning class,0
surrounded sea people still feel alone,0
asked feeling slightly wimpy,0
feel whack messed know psychologically fucked feel difference feel like fucked could,0
feel life make sense would help lot suffering made sense,0
love hear handle types situations well stories feel free share,1
taken sentimental feelings characters distressed destinies,0
feel free create definition believe rather following prescribed path,1
really feeling skeptical politicians lately tomfoolery shenanigans going washington nice read book subject people taking action though advocate actions took,0
feel like missed ship sailed,0
feel fooled played relieved,1
feeling need cute little monogrammed one green mommy,1
believed true love feel devastated wanted settle whole marriage kids thing,0
feel bit foolish last years havent come back home town travel england see,0
wanted read books watch feel miserable,0
friend dropped frog neck,0
confess moments feeling overwhelmed ill admit bit melancholy,0
dunno feel started blog little shaky wasnt really sure sort audience addressing anything,0
didnt feel selfish completely understood coming,0
feeling frantic yet instead going make sleep teddy,0
nothing today feel little regretful,0
eternal hope says arrive bridge finds likes feel fond smile face much hide,1
basically feeling bit grumpy time coz hungry,0
feel entirely dangerous,0
trying understanding open minded fair feeling completely pissed max things,0
feel like shouldnt bother people petty stupid little pathetic thoughts feel like one really would care know really goes inside head,0
took away disappointed feeling paining gave heart heal lord one love never betrayed never lose loyalty even loyal,1
start feeling overwhelmed want run away hide back closet,0
read practicies cult like beliefs falun gong feel sceptical tad bemused,0
ill admit hes pretty good designer feel like hes totally fake,0
sitting feeling bit grumpy moanday blues anyone else feeling way,0
ill mention listed make also kind feelings like five like ive good memories songs,1
feel place well,1
usually feel regretful guilty quarrel usually turns talk quarrel yell loudly throw things beside mama,0
feel like serving purpose anyone whether keeping committing suicide casual conversation partner social gathering transported dark spot,1
mother come home till late night ages ago anyway dont know parents theyll back start thinking perhaps accident perhaps dead,0
feel one passionate tensed,1
feel guilty died outside window whilst slept nothing help,0
feel popular also little pressure keep exactly need,1
take taylor apprised latest situation feel reassured security apartment longer compromised,1
shouldnt feel gloomy,0
feel joy like faithful feel viewing glories holy place horror great darkness upon fearful dread hath overwhelmed,1
feel getting gifting life time subscription vital,1
get frustrated unresolved issues past severe negative effect behavior feel must angry resolved,0
feeling quite pleased something never done,1
staying alone biology building dark,0
feel better almost tasting success,1
hand beads consciously breathing consciously working feel calm list things accomplish afternoon,1
feel like trust though seeing understand women bitchy neither want deal shit,0
know karen wouldnt see way addressed things would open whole miserable worms wouldnt see shes anything wrong wouldnt open hearing feel would turn ugly confrontation hate confrontation,0
know next steps longer feel lost,0
feel way makes even angry,0
feel seeing child suffering way,0
feel smug added hardships last five years rounded sum nice even number,1
see things would never done movie adaption feel read book would bothered,0
shall sleep feeling pissed psssh,0
like person become feel much carefree liberated time dont recognize,1
ive feeling helpless since superstorm sandy hit one favorite places world suspect lot share feeling,0
feel ugly today,0
feel dissatisfied accustomed healing,0
feel like could detention school couple days everything would,1
serious argument dear person,0
thankful incomes let contribute causes feel important,1
feel remembrance strange justin aryiku falls latter category,1
feel smart avoided making pages cumbersome additionally avoided clumsiness trying introduce characters,1
didnt feel particularly sociable,1
told yeah feel insecure bully people makes feel powerful physically,0
small people think feel amazing bathing suit,1
would even say important far significant feels anything rest ludicrous,0
feel like created grumpy state meanness around,0
feel pressured move items wedding checklists,0
felt jealous feel insecure,0
must say feel something special,1
feeling little overwhelmed like every year time speed holiday season creeps,1
want feel left faithful reader love,1
lay raw bare let enemies attack feeling emotional something feel silly want honest others,0
feel bitter jealous,0
feeling quite positive moment,1
feeling fine,1
wanted use older forks wheel disc brakes feeling adventurous enough try figure stem lowering road height,1
wind getting things checked list feel lousy frazzled early evening,0
sure today feel horrible,0
said feel like verge messy,0
feel excelent sometimes theres nothing especially since really keen video games anymore watch bit anime movies theres got life,1
already dont know cashier work hoping might ask get transferred stocking area feel contented,1
feel important revolves around connection felt brothers sisters,1
feel one divine intelligence life see creative expressions everywhere,1
want feel like important,1
gradually feeling little irritated pacified people present wish disappear let coordinate nonsense sometimes,0
ive feeling demands three beloved males pushing pulling spinning around dance beat drum,1
feel extremely discontent right,0
feel get hurt little things,0
feeling innocent world going become great friends,1
even time two found feeling bit jealous mothers perfect babies sleeping night since three months old speaking sentences age two,0
feel much boring straight hair years haha,0
feel little dull,0
feel pressure funny time,1
fact feel strange,1
honest say first two chapters sort overwhelmed wasnt sure going able follow everything feeling kind dumb,0
feeling especially brave tough ill tell story scattering ashes,1
often hear give feeling like longer folks surprised hear years old hyphen,1
feel like mellow regular life use drugs make feel even mellow,1
feel productive active balance need,1
feeling irritated slightly upset conversation,0
feel like one whos caring whats good right,1
feel like going break second become mad deranged helena bonham carter sweeney todd,0
feel shamed mentioning fact owned nokia,0
thought got full marks questions makes feel quite clever,1
say unsure feeling insecure others think,0
feel slutty reason wait know ive like guys talk sex stuff one guy dave like,1
feeling boring,0
ive told friends fellow fans feel like weve partaking delicious feast last seasons get last really fine meal,1
lost dear friend maschke family wants nothing feel unsavory mean cruel,0
feel reality tragic,0
still feel stressed,0
needs get healthy feel lively sexier years,1
feel thing impolite katanya,0
feel glad little blog share dangers see path ahead,1
indifferent tell feelings words treasured ever since feeling start bloom one moments want keep,1
feeling freaking relaxed,1
dont think thats ill feel really awkward,0
love much realized ive simply cooking posting recipes feel like content story,1
feeling like amy winehouse planning trip betty ford clinic upon less triumphant return australia,1
feel relieved play jeoffrey pagetitle eyo,1
choosing feel bad stop absolutely ludicrous,0
struck disease feel fake person could live truth,0
woke middle night dream,0
venture back north big day feeling festive,1
hear still cool several times day makes feel cool,1
feel need house something worthwhile productive also huge desire curl room hide existence world,1
also given several shiny presents friends really rather cool actually prefer late birthday presents early ones extends period feeling beloved significant segments sundry unexpected,1
didnt want feel humiliated beginning regret decision stay,0
prepare feel thankful events touch upon many different concerns poetry language issues pacific aesthetics avant garde eco poetry,1
heard last regulation socialist govrenment concerning pensions,0
actually feel hopeful today,1
gon end cause feel stupid lying bed typing non stop past mins,0
